Emotion,URLs
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjXvkqW4iUs_SnB-jI-yW0QUVzlFtKNeNh_XLCzN3EcZdiVTYhuWw9u-4qeA&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvkLliq0CE0nQfWcfNyDVEdVN9ntiJG7QI9R-xQxsJOah8WQ3q3nwEhWZCbw&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-tmD2RaUVZYNvOQgRBO2h90PCFiQwiw6xI0C62IE7ZMoJXhu4MBFH6zFAHhU&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDJ4Cb4CjxLqCrIuSV4ZvWg99ZuJ3GxPek7bwJdbu9Qli9Sqgum9samAFuoJQ&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiIi4wVJvUnfUNaxEd8hSBrL4_X9RkrorDvHvocC921NazPgFaBP_XHdCL0xQ&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3qV9VTF3zwOD4UlyIlbLa0R7APPEcriY27hmuPXsrWs79HuuRb44n4Df9VT4&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTK8mAfhRecZivMOyAXAjWSt4vK-qq5SA-H63RkPibnQ3hPTAb7Y4G8jU2RBHg&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHeqMoM6aY_znCTJAsBswD1J5XhjlSlUXByhRk9-wUwNc8hcy-btrLuWd1H0w&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQf8VC-M3WYVcXNPIMzv9_MQqkNcpsSvCw5WW7MPh4GOUjpS6MOA3pY7dRc5g&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUBxGoTeU5P0KALOWcNYY3m6essWtdAQM_DDsaHXVVuxrnl8sIcL_H32YR&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPUS9SLtOdBbQER0-rC-pm8XScoRIfjpSGIWdVhFI9KtGm9w6454r75zks5w&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTA07UsxVn5cZ-8QS5NhVQnct_QTkIKATz5NJn6nbIMip6aqTHzJJSk8LRbGVY&s
discomfort,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQD6FPV0yO_mzwgOgeaCrVOalRxdb9N8YpQHqb90DM_WQIob4Hsm-lQZdakdBc&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRdInI9RyMJC03AvTrCEgG0YaV-zHKHsgEllVDJ74ZutKKyb4ud6ONtpgPlg&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRT5ywtc70-JSRvAyEgoC-l2k0zz2OHtlEJyhuNETRQbKE4ZHTHerS2hTBqgj8&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5NcwxcSlA_lKxXGJ17As823eshDZXG0rJzIsFEmvz9XHUMnzHD8r8UsZyNso&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTawW3J-f94A6gUt-Yw6cOJikRoWG-EyIYEhlWzpQ2iGkvwq1f6kjIfQviHxw&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCmzdu0626hdL4YfKnn_V3N5BCCnl8ITC0VIOHXF6crg2n7XmvuXL2CBQHTSk&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQygxfGV3TJL-Q2zk_aane42EkiEB_Y-DBNGSk06FYYdSPxbJMzDvrNSTLNtbU&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRy3JskS2LmZKU5kBKzEiUtDE6iBAv5A3XDG_W0Aiq5rl_jONf9evpWPMCXFQ&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhXhO2LKIBb_NNGq-zLNtXPCzxeAcBmbWlUxaY__vrZI7opYrDzoYKycxqaj0&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvUrWS2qF7t5OABt04cepg7fgiBiGGuTnRoLNug6jLDlQFAh00rJVaDs7Mfw&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTccYykJb-D_pin1dIz7BNvrYtT9mjh_DQNK6lezlgG-3vplklPRi83R8YG5jc&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdP_4tZS5Dgupu_mcrXUdopVlR8vPIioiM7vf87CFLHgzaz3hkV-FzHVMc9kE&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJz9_EzcUWbHU6RElCvUTwXFs-SLZuuIR8Q3rCm__MH7VSuUcXD9m8fy16GB0&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQt5JUq6tzoAulrM4tVMDBpwQHR0SJdRr8h2YOtrtRfLdesqKOgdf0feBNsoA&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1Bz3cQMmKXPe0C6LLyHnSPR82W1Tp4Bc18sAYWIRMpOYcFLvFJASyfmrgwOQ&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTET6j6ss6uqWUS2zjGyDN2u4iovpyjtSKpBG-Js4SsxgjQ9VAytKslyM3KhA&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQybs-WBjeCoaBPKYkF65YY7MSQTwdLtr8HujcS7-jysi4b1sLzKc5K6rLngw&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTs3u5pYPCJG0R6ULBHZBrLk2PHI23NorI2lIATbVZxOozgmWYmqZQxJkLkSw&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVnWyorQmMMXp88z5XC3pDEGs02YlmkUMx046Y2f9_e-VOopjmvqD_z_pqlg&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7gBTWpsVVeEBVRM_VKLJA5FYvINhHzk0rmbh3BmO94-ZqWyfX2dloNm07aA&s
lust,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFRIspQ90zV0BNH2IIL6wwB_OVfKf-SrmhYkABCpemhTvbb37T-uiQtipfZQ&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnrRbf5gHECpVy2hr2ClG99rfcFgSo256oie6R6Xq2gIdvqnZqAowTQq7gFg&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIfYUIf4iw5GvkT6SvxFHkllZlFJTAKbV3iGP4DRWhNhWU1O0zCKZNxIHM-w&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYzEJPFBD68St6hhdoogVsOsJjcZbOj7FpsXPZOeZy73vxMn3SENGJSMVGli0&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjn_sCtiklbmSpmphmVyKwP3eOiczUBjXMadYvosBFRMVHB8bbih8zKvUzShc&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJ7-FP-ONOMAYIL9P7AUFkCOW1vGc3Z6OuAcvNO5wA73x9Wlu2FEpJv2YbNg&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGVg1BCMEWuFvaAOLz5YTnIoOB6YJW5HDIf1jWL69g64_ltgPBCxjSA67Rnw&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9MjstUgSHEVsG6nNfLyDi3d2IcFukp8GBgOyDna2HENfoZ25EZcIW4ODmMxI&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0lLc34_SXcmdLW96lL7epnAFJWtwwpMU1lAaSKTXiT0LCBijJF2H5t2a1DqA&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQm35T_HPFaQV5S2JYlpr3Fdw49a1BFWy25OWxRVFTaHmmvOod9i-1Lw9dXiw&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVg55syMMKV4N4fGna-bjaCwICYeq3swdOWacVx1KKa6aGqQyURIcQlWh-Ew&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaiipFdHjXd88SJt6_d3upMf9PUIbvsf1iKEA2F-B-VunbQv1YAaH4dhXTHg&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiScjqeypyudYYZrswQNc7KlMoWeyuRfMkQyjazTYGPB3eCKLdk9SA85PX6g&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhm85rxciOrEvjpdF8l_E4_ByNbE4WHCTcX08THzZ_YS_qFfA3pVXt8Kronmc&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-3zXIqQRq-gi5ztQpdqVvf2x70wo7i-U-sSAsneY-b4h6GriNDW-lTHmmkg&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHWdDMTT8CpPt99NbFsRNzOszKAjNh_NVlJ-aNFbWImZXm2q_vgh2m89wYFQ&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbqd3QeVyuP7T0DsEh9oLOlhL5vkgiXxbRBG6nCx1Rmgv1lPJAalseBuUzdA&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6A14CiEd7oHG-GwgX0Nt9i4gVSXWFODy_KmP1NWjPd9QujboxeeeAKD9LDg&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQA_0AfMVU1SkcB19rpR8KD_Y6ayh1-GS5rfRHwKd1FcAgx_qYzlbCScmu5IJc&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKqdszqnFynsfYOLSt7-geeW6KKRFpuqq3aemetJ82GFpqMvIRp4sQNnNvog0&s
cruelty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRK1b128bDz-RBXrv-jOddI9e2tXfG4CvjQp6v6BjCOfLgHWfSy-nv1Gs90UUQ&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyUqPBDgDUftPd-yZU_s-DDrFdPNBQP6Vwrre4Wb3vOSGtigG5zCvGW77dIiM&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTK31jqyG_o76-sqU4kBPFeF7_uM4GrXkfBP_ZmmwtKNpSd9Y4WzZCEg3lrkUU&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxkt6rXi9_rGQwczlGt8AUcaSU5Fs32CQ6-iRQ5nAxj-NFt6ZiipsgTMEXPw&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKCPe4zSv-l95oWWE9bCK0NOzhtQ5FSSfxrbFSmI4zxuz1kxWLpoBtHd2rWA&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXdJWEZj7yuL7YmUPZDJJHsbpqinnEojWu0JZ2ZcWe7vI0frvM87T7YgaYkOU&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWObDX2axKuggYSJvqq9KebGz4cJQ6pcVHiojqmhOEDT2i47yRB6qgsnZ50qg&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSU1HLN2JQLQ74NtJ9VCDuoZXFKQhDj8EcxZknFKyS7jbXOQNB5yTLjvFjkHQ&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ3rOykdHQCkqQjhzTpBrFEntcww44OUJEPmhnuoFvuio5GjtVKVzDrBcULKc&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnoOPBzW6B3cHMyx-mwIv_H54UqeIBR0pMo65lxYvB3CNxZYo8y8eyZJvI4A&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_OONMrc-VbFHIHihGmAAj89AMsvN0TtHI0rpXgsa1kurgRiKQaBC8uzxDUQ&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGHNemO9QYmqOBIQOEd9SN93Lrh-gm2xyNmvs1ZzI7t5R1RJ2BxWxr7LaSROU&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScdY89OM7dB1OEEVG7Ir3Mdxtz69JiE1waOgUi58rHeC099eBKpYQleu36&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBM9LjVCb1GJvm86jn6OBVDXOy7jfT3NAEDjuc2JKiChtZSdB1smJcCRyFUw&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5MuzLLxnSDOvyQNrhz-_Ui87r6Nkt1LHiwSxcWDGWxuCR95-UzdQAmzMEQrs&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS60TbCTEqKNl5hdBEgGWAFL7CEyrrh4WBvlq7wOAZ2zt0x1jUuepJtv9p0_KQ&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQn4D_5hFWhP505VTUK5MUdhta4gLYiM_DyY6i9gOFr5pKa8gKMlmOHDNMdUHY&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQnkM7nuxjmoqDoXI24KcRStj4jH75QKyrRZQWzUIrYR0ibpigjqVp_PWUBxg&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4wkzCDD7YH0L5BC63aLbzZ_oh1uqRJpTy_Pf-6bKbpeFHe9Qg9AzD6mEltbM&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgDJPP02n9uJkFbE7kb4RzLmBZLBkRANUhDPgThxaBRUs_YknHQbkg8gUheQ&s
enlightened,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTr5fKOTYmkh13kcJhxqjGk8nUsxldPXVUMVciLkc_dgUaeepsKaZ5ESQF9WA&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTc4d2dwoaEDXo6sqv1m3Q0ynflzQHj0aINpU-Vmg9hhFTqC8xIcfROsu7DMJ0&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAwA8pA8Hfw_hoZC1reF4sL2qIJJfkqiNaKjSTahVY39cPf9z0eTyUBU1Lng&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUtiWGUoUaIQWXGg3DXXQnTlcnEKIfnl6lwkt109xnqtggtm6wgEXtwJCf_wY&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAbIn0T7IPf7oFLmq9zZaNiF-fnnHgWpJ1DVFp797QFWkGJxxy7m3FJxToew&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkOYoYU2uaavCxbiaZq--Isq5y969w8DYjpBt3PZQnI99TiOm0dEKWQDMOZA&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuc04_sohS85UcOrwBkzLtPqrjyYBA5eQPxjYKR6RYkw79Dn7tsK8WFcYvVg&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEllUZX4fMEZ9kCgT_Yrm1r7RnK7bxqfYkZhLn9lt7YIiybODMrisH7dQIerQ&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-sFKTCtHxujDBhE2BKostg_3J-VxLwnJJj8oT14MHXxHF5qOMKHy-nnGUnw&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6I6uiC4kJBDCIgZR-uFdWvzfSOgasElfApbAtjK2TASacnR2IRF2zCRMvfA&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjBtU2DZcICrx82otwzXmncERMuwwHxjfC_csztz2xcz9jslQdEG2rqMHb-A&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUMb0y4dX8ZAGMjp8LIXSiU3iuABpK5XLIgZBbhuarx6kJlKlEsptqD3I7VQ&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSudNVaIQR2xowhJTMWRuMB28U0zRqSK17aG7yj8B7NEWQvlaRvEo1YydLOVvQ&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmS-yzvSGfCMWj7HMMkyEWhHaIzqUjf5YqKrHWF5gP6btyxSKpf4v8i3xWzto&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYml6ZhmXlBgWtTNGGOKRAQO_UbJ2Rd07e8Nsh1Lg48Gj1tuf3gul2_MPi8g&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQthT8Hu_47tSsRrKE4fWbM9U0dqXVGGssI5Y_ZKDm3hYQf4qSwyfAX3cdnoQ&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdNnv2lTbKJlXsiNgIjO0clzn4lLcl29v6RNDy5oBnvqotAPAjh2-UdkXSeuM&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSus0765ZkMo9gPrd-v9tr0EpoycF0typRr9Owz8EFXihmUufy-RmuTvdNIqw&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoIFX4u4NHWUDZq-D_n6CRAW63cYnOSC2_ahhpTb13cLahcR79ItYkjN_Ktt8&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWiIM-VP5YnD83vG0B6uxXyTcThcaCGXEG78cn2BPFVgOPce1IZL5aFtwPjg&s
hatred,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRl-VW7_p-doFMMP4hGYrjCc63kZdcex6Qd1Fj16XRxsaAMXmk4e8WahbKP3g&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdtpyEg_uwcVGem5dMqZRAEECGxd0Fn6DHNItBUYnDuCsW26Qgot01_xFxjw&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCbjtEvh_dydZ_YPqI_W_iXx9RwIZFqeOgfuEkO_0CSVfC4ei3oJcT2zeLyQ&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBx9ofLaqOqp2bHZWouMNs2w4TZp0keYqhJJ-DDee_8MTaWO4XatRcOGscSQ&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSi68H9hxaujrkX__3pQqWEdNom0gLgOKTfzKsfWWEi9lW_sPHLEoI8zB5x33E&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCjdl_mUkK3RNDns6tfnccGPhft-t-iwic06Gyg8qXo-lJhhemsmKG_0T3jQI&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCh4q-2Z7H6SXRSbG34gqDUdNlZ7CsoQ3BnKz7Xflm6WBHjem7xc6Cyl2zQ-0&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQD4JiBy0nUAzcWX2dZPKP63ysMynNUrYXGMZmT5Rc2j9UKSsMYLJItZSvmKKo&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG9Ae-h6U_ud_PC97Nz7qgfF6qlXeF8cdb3zNuGdtNE6hZ56_WMTq1M9zvMQ&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRctMTJqfMXM46c0WtPLKeb-ZjYVsZIcieZweTPJyJRikcKM25zY_ExUyhDMw&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThzS92NOj-OSZeec_VgL0NPH_G31BCvYVC3o94lCP3FGd7ipqsCrY7HILh_TY&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIfYOENz4-t5QK3zCcnzitl_GzWQONvX7zh-SjCJe7LVyAuBN7bZFX3vP5RcY&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLv8Qo-JplxbrDhy5EIi18qgZ9b9oUbZWcHdk1E6dCmrL167p50rmzFsCU4iA&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkeR41BT0CJR4Gb9V-a2MfY1NjLVFfr2yVdPurmeXn-q-tMKaqYKyurBE-mQ&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVghAmWb-F9FJgPZFw7ET5jloZOdlNfkJ_A9RUm4gVXICU2NQR9ZV1BQ0oai0&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQu2VSLb8GBS02JkC1GZsDPbJw9a6DgolahlVCh9VFIp7B5efNj05KGV4g68kI&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScbtpVwShHlPvjZUL23wY-DdFYn7KlLE6kiEzSnK_Il3R0Fa3RkLFb-58XuA&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRpA8PEsV5RjSsS7_qnJNdVFY8SJpbEYfN_KXNS2wx_a4e5iXqhu1G6wAJybQ&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQv3ehUnNo8_PotoD84u39AAeQ3ORanY5a3dhdCRAnCWW4Dtd6PvWLwbAatJg&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5z5-ummro-3XRt94DhLu2GJ3skCl1FIG0hK7wBwEma6I5uSH0cs_xjCf8fws&s
tolerance,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTo0d-QncweqAJVbo_QpdEnhifg3fU_AsYl8uce9hHWXHuQgbY-X5ZzQvU1NMo&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUz83-3NTka-SyxOz9504fUbays_ga2ZkRNm4gYSZHD2lwRxgAavGMZ0LToI0&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTum1-RwhIwmtYC0cXLK2OaYO8T8RU9JOah2XDhI7yBCw8NDwnLeo96MADAjg&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmhEEoQTJX_JjBrKVq7g2e2W5g5P-BvJRjYZ1Zs2QoDUWxLZcwvTpxWR7TOg&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHHNhE7U_edrtqyJOtg9p4_vp9P2-JNgG2SlHDiWk3u4EtiDnAsblg9DRUB10&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS01pOGDfUrm0jn8MSeZ5eyvZG9ueFCkHXFN58SDh-suGz-s7LcWHex8ZR4Rk8&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9hd2v7r4ebTXYpqdlnqia6McPHF7_jS7mMVopTk1BeIUH2XRtSBLuIgrVrDQ&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQop8QSkqtctXBk6y-2P3FnKPtNhado4sEVJ5qhDjwAucP3IK8zD7-gcsE4cuk&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRt7DsykWIsly_Cu_TXDF946EwI9RcLA-SE9xPEOVu5mdyvDZLaNxXMIO5XQ&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDLR3Do_crJs0oviBwPf1R5Wki2IzMFdm1V0U9_QAUkUdT_PY196jjv6SUJg&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgWis8cMSY_UVXMUkPs7461xzhcW84cyWjepjZBtaHooLG30tSdKAB3hNBtrk&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJi7YhvWNyMUrnDAR45YgUz_a_db_QiH7aJp-utdkR9_NVsWoxkY6d7zXvrQ&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGexTbsPviV-3hufzfo2RyAMKDSycYaMHCSRlc5UsxpBECP-00GrdHJ4zddw&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREAj3IHUPgYhNWFOpP1NgSOrmOzpA7drIvwuM0Mb5NyVYAcRwQdQM7746ASUM&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoOc7ty_8wZ3Yoi16sJhNdSrpEyfKcVLqc3tvxAsQv_M608yzBOCtCtKWMww&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbWniUeCTGHKcdpUZNxqb_wPs_Ifg-HE38kQaGzUe9EEYcHKh3mc3Pfhn2n2c&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1ys-sVNZKU2Xo-ZqIT5cKTVhSozIyiH0WVjuCG7vsbkhOpkS-5vlXIVq0ieE&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYtfl3LlhvV3LjPKj_O83gVff8Jm3ozF3OKiEGpNvAK7tGKKgDUwfm0xYBxg&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTY52AjD5WRJvA0bJVnrshjTVhWWZttZQUnYMY_UhGzpwHMW8XDLKrriu2ciw&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-ceSFCECHCR1hrVyoyYy9zuIckOe_ugWODM4uXU6hAVH-j8qc1boA0oNW5w&s
fright,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSv1fxxVv2155_VIWjhAWDulxdY06MdUGIwoHoiG1aaVXb_n-CBN4-fp9G01E&s
agitation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTdTboEFr7jcESTtO3vQy_oAiFs1vdY-8NQ-9WvS3Ca9z0zplC8Ee6Zm_ZlQ&s
agitation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPiAcKhYphoo9jSJiXRHFOFKpLv-6Q45DRSIbQx7-pYhhNz4yoG-YVPTjLvw&s
agitation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8lunhGReucU-VkRdTy66iS9QNc2fU69TC3681nrsmscMp1BvLwCoczUez-g&s
agitation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwo7gaIeuXGMLbrLNg9q0-eR6sdoDjig3TtbjEVKx7DsqMFQ66uCV2RVLAG-E&s
agitation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZyhnSohZwjF-rhn-cCKhr4dgKNEh93XuAB5l9JUmg-sqljNDkMWOgHIPJ&s
agitation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTDF-880Lolm7OamihaYnHgVRtuDJ6FJUcB2vZr2wwZoWud3WPSq-723m1RLw&s
agitation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3iC_U7Odesv5_aJQFDdBHM6KHNi6gvr3H7xR0Y03b-TFUh2Qv8EFLXcPylg&s
agitation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-OQNXa15xfnKoIx51DiA_dqydSv9LxU2AVz9eP_tETJKWcN4T7PyQ7ohMmNo&s
agitation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwSgFAiKeHfpZg2sWtkMMm-45I9vSdOhhIv2-kd154Tr0-N3wguV6mx87oP0Y&s
